dataset,horizon,model_combination,split,model_type,metric,value
exchange_rate,192,PatchTST-PatchTST,train,Student_RDT,mape,5.088095
exchange_rate,192,PatchTST-PatchTST,train,Student_RDT,wape,4.984833
exchange_rate,192,PatchTST-PatchTST,val,Student_RDT,mae,0.034243
exchange_rate,192,PatchTST-PatchTST,val,Student_RDT,mse,0.001818
exchange_rate,192,PatchTST-PatchTST,val,Student_RDT,mape,4.478934
exchange_rate,192,PatchTST-PatchTST,val,Student_RDT,wape,4.483163
exchange_rate,192,PatchTST-PatchTST,test,Student_RDT,mae,0.033853
exchange_rate,192,PatchTST-PatchTST,test,Student_RDT,mse,0.001923
exchange_rate,192,PatchTST-PatchTST,test,Student_RDT,mape,4.597534
exchange_rate,192,PatchTST-PatchTST,test,Student_RDT,wape,4.490825
exchange_rate,192,PatchTST-PatchTST,train,Student_Follower,mae,0.029086
exchange_rate,192,PatchTST-PatchTST,train,Student_Follower,mse,0.001495
exchange_rate,192,PatchTST-PatchTST,train,Student_Follower,mape,4.982395
exchange_rate,192,PatchTST-PatchTST,train,Student_Follower,wape,4.861123
exchange_rate,192,PatchTST-PatchTST,val,Student_Follower,mae,0.033238
exchange_rate,192,PatchTST-PatchTST,val,Student_Follower,mse,0.001721
exchange_rate,192,PatchTST-PatchTST,val,Student_Follower,mape,4.343765
exchange_rate,192,PatchTST-PatchTST,val,Student_Follower,wape,4.351586
exchange_rate,192,PatchTST-PatchTST,test,Student_Follower,mae,0.034508
exchange_rate,192,PatchTST-PatchTST,test,Student_Follower,mse,0.002058
exchange_rate,192,PatchTST-PatchTST,test,Student_Follower,mape,4.689349
exchange_rate,192,PatchTST-PatchTST,test,Student_Follower,wape,4.577761
exchange_rate,24,PatchTST-PatchTST,train,Teacher,mae,0.010458
exchange_rate,24,PatchTST-PatchTST,train,Teacher,mse,0.000226
exchange_rate,24,PatchTST-PatchTST,train,Teacher,mape,1.772870
exchange_rate,24,PatchTST-PatchTST,train,Teacher,wape,1.746175
exchange_rate,24,PatchTST-PatchTST,val,Teacher,mae,0.015552
exchange_rate,24,PatchTST-PatchTST,val,Teacher,mse,0.000434
exchange_rate,24,PatchTST-PatchTST,val,Teacher,mape,2.039429
exchange_rate,24,PatchTST-PatchTST,val,Teacher,wape,2.036246
exchange_rate,24,PatchTST-PatchTST,test,Teacher,mae,0.011775
exchange_rate,24,PatchTST-PatchTST,test,Teacher,mse,0.000239
exchange_rate,24,PatchTST-PatchTST,test,Teacher,mape,1.583261
exchange_rate,24,PatchTST-PatchTST,test,Teacher,wape,1.561055
exchange_rate,24,PatchTST-PatchTST,train,Student_TaskOnly,mae,0.010719
exchange_rate,24,PatchTST-PatchTST,train,Student_TaskOnly,mse,0.000232
exchange_rate,24,PatchTST-PatchTST,train,Student_TaskOnly,mape,1.819387
exchange_rate,24,PatchTST-PatchTST,train,Student_TaskOnly,wape,1.789690
exchange_rate,24,PatchTST-PatchTST,val,Student_TaskOnly,mae,0.015432
exchange_rate,24,PatchTST-PatchTST,val,Student_TaskOnly,mse,0.000426
exchange_rate,24,PatchTST-PatchTST,val,Student_TaskOnly,mape,2.021436
exchange_rate,24,PatchTST-PatchTST,val,Student_TaskOnly,wape,2.020484
exchange_rate,24,PatchTST-PatchTST,test,Student_TaskOnly,mae,0.011925
exchange_rate,24,PatchTST-PatchTST,test,Student_TaskOnly,mse,0.000242
exchange_rate,24,PatchTST-PatchTST,test,Student_TaskOnly,mape,1.603909
exchange_rate,24,PatchTST-PatchTST,test,Student_TaskOnly,wape,1.580964
exchange_rate,24,PatchTST-PatchTST,train,Student_RDT,mae,0.010653
exchange_rate,24,PatchTST-PatchTST,train,Student_RDT,mse,0.000231
exchange_rate,24,PatchTST-PatchTST,train,Student_RDT,mape,1.807274
exchange_rate,24,PatchTST-PatchTST,train,Student_RDT,wape,1.778668
exchange_rate,24,PatchTST-PatchTST,val,Student_RDT,mae,0.015338
exchange_rate,24,PatchTST-PatchTST,val,Student_RDT,mse,0.000419
exchange_rate,24,PatchTST-PatchTST,val,Student_RDT,mape,2.008554
exchange_rate,24,PatchTST-PatchTST,val,Student_RDT,wape,2.008188
exchange_rate,24,PatchTST-PatchTST,test,Student_RDT,mae,0.011948
exchange_rate,24,PatchTST-PatchTST,test,Student_RDT,mse,0.000244
exchange_rate,24,PatchTST-PatchTST,test,Student_RDT,mape,1.606807
exchange_rate,24,PatchTST-PatchTST,test,Student_RDT,wape,1.584064
exchange_rate,24,PatchTST-PatchTST,train,Student_Follower,mae,0.010490
exchange_rate,24,PatchTST-PatchTST,train,Student_Follower,mse,0.000229
exchange_rate,24,PatchTST-PatchTST,train,Student_Follower,mape,1.780073
exchange_rate,24,PatchTST-PatchTST,train,Student_Follower,wape,1.751405
exchange_rate,24,PatchTST-PatchTST,val,Student_Follower,mae,0.015213
exchange_rate,24,PatchTST-PatchTST,val,Student_Follower,mse,0.000415
exchange_rate,24,PatchTST-PatchTST,val,Student_Follower,mape,1.994281
exchange_rate,24,PatchTST-PatchTST,val,Student_Follower,wape,1.991809
exchange_rate,24,PatchTST-PatchTST,test,Student_Follower,mae,0.011862
exchange_rate,24,PatchTST-PatchTST,test,Student_Follower,mse,0.000243
exchange_rate,24,PatchTST-PatchTST,test,Student_Follower,mape,1.595499
exchange_rate,24,PatchTST-PatchTST,test,Student_Follower,wape,1.572671
exchange_rate,336,PatchTST-PatchTST,train,Teacher,mae,0.039533
exchange_rate,336,PatchTST-PatchTST,train,Teacher,mse,0.002742
exchange_rate,336,PatchTST-PatchTST,train,Teacher,mape,6.830512
exchange_rate,336,PatchTST-PatchTST,train,Teacher,wape,6.631074
exchange_rate,336,PatchTST-PatchTST,val,Teacher,mae,0.046989
exchange_rate,336,PatchTST-PatchTST,val,Teacher,mse,0.003575
exchange_rate,336,PatchTST-PatchTST,val,Teacher,mape,6.155526
exchange_rate,336,PatchTST-PatchTST,val,Teacher,wape,6.137401
exchange_rate,336,PatchTST-PatchTST,test,Teacher,mae,0.051785
exchange_rate,336,PatchTST-PatchTST,test,Teacher,mse,0.004378
exchange_rate,336,PatchTST-PatchTST,test,Teacher,mape,7.078107
exchange_rate,336,PatchTST-PatchTST,test,Teacher,wape,6.881105
exchange_rate,336,PatchTST-PatchTST,train,Student_TaskOnly,mae,0.042060
exchange_rate,336,PatchTST-PatchTST,train,Student_TaskOnly,mse,0.003065
exchange_rate,336,PatchTST-PatchTST,train,Student_TaskOnly,mape,7.213701
exchange_rate,336,PatchTST-PatchTST,train,Student_TaskOnly,wape,7.055027
exchange_rate,336,PatchTST-PatchTST,val,Student_TaskOnly,mae,0.043567
exchange_rate,336,PatchTST-PatchTST,val,Student_TaskOnly,mse,0.002840
exchange_rate,336,PatchTST-PatchTST,val,Student_TaskOnly,mape,5.665437
exchange_rate,336,PatchTST-PatchTST,val,Student_TaskOnly,wape,5.690494
exchange_rate,336,PatchTST-PatchTST,test,Student_TaskOnly,mae,0.050809
exchange_rate,336,PatchTST-PatchTST,test,Student_TaskOnly,mse,0.004062
exchange_rate,336,PatchTST-PatchTST,test,Student_TaskOnly,mape,6.962619
exchange_rate,336,PatchTST-PatchTST,test,Student_TaskOnly,wape,6.751372
exchange_rate,336,PatchTST-PatchTST,train,Student_RDT,mae,0.042045
exchange_rate,336,PatchTST-PatchTST,train,Student_RDT,mse,0.003061
exchange_rate,336,PatchTST-PatchTST,train,Student_RDT,mape,7.198535
exchange_rate,336,PatchTST-PatchTST,train,Student_RDT,wape,7.052436
exchange_rate,336,PatchTST-PatchTST,val,Student_RDT,mae,0.043001
exchange_rate,336,PatchTST-PatchTST,val,Student_RDT,mse,0.002795
exchange_rate,336,PatchTST-PatchTST,val,Student_RDT,mape,5.583227
exchange_rate,336,PatchTST-PatchTST,val,Student_RDT,wape,5.616527
exchange_rate,336,PatchTST-PatchTST,test,Student_RDT,mae,0.050725
exchange_rate,336,PatchTST-PatchTST,test,Student_RDT,mse,0.004015
exchange_rate,336,PatchTST-PatchTST,test,Student_RDT,mape,6.937829
exchange_rate,336,PatchTST-PatchTST,test,Student_RDT,wape,6.740145
exchange_rate,336,PatchTST-PatchTST,train,Student_Follower,mae,0.042127
exchange_rate,336,PatchTST-PatchTST,train,Student_Follower,mse,0.003083
exchange_rate,336,PatchTST-PatchTST,train,Student_Follower,mape,7.212322
exchange_rate,336,PatchTST-PatchTST,train,Student_Follower,wape,7.066199
exchange_rate,336,PatchTST-PatchTST,val,Student_Follower,mae,0.043669
exchange_rate,336,PatchTST-PatchTST,val,Student_Follower,mse,0.002916
exchange_rate,336,PatchTST-PatchTST,val,Student_Follower,mape,5.674738
exchange_rate,336,PatchTST-PatchTST,val,Student_Follower,wape,5.703872
exchange_rate,336,PatchTST-PatchTST,test,Student_Follower,mae,0.051507
exchange_rate,336,PatchTST-PatchTST,test,Student_Follower,mse,0.004143
exchange_rate,336,PatchTST-PatchTST,test,Student_Follower,mape,7.034205
exchange_rate,336,PatchTST-PatchTST,test,Student_Follower,wape,6.844054
exchange_rate,720,PatchTST-PatchTST,train,Teacher,mae,0.072076
exchange_rate,720,PatchTST-PatchTST,train,Teacher,mse,0.008875
exchange_rate,720,PatchTST-PatchTST,train,Teacher,mape,12.804415
exchange_rate,720,PatchTST-PatchTST,train,Teacher,wape,12.181154
exchange_rate,720,PatchTST-PatchTST,val,Teacher,mae,0.064397
exchange_rate,720,PatchTST-PatchTST,val,Teacher,mse,0.006438
exchange_rate,720,PatchTST-PatchTST,val,Teacher,mape,8.451255
exchange_rate,720,PatchTST-PatchTST,val,Teacher,wape,8.417738
exchange_rate,720,PatchTST-PatchTST,test,Teacher,mae,0.117060
exchange_rate,720,PatchTST-PatchTST,test,Teacher,mse,0.021064
exchange_rate,720,PatchTST-PatchTST,test,Teacher,mape,16.656334
exchange_rate,720,PatchTST-PatchTST,test,Teacher,wape,15.591103
exchange_rate,720,PatchTST-PatchTST,train,Student_TaskOnly,mae,0.069477
exchange_rate,720,PatchTST-PatchTST,train,Student_TaskOnly,mse,0.008180
exchange_rate,720,PatchTST-PatchTST,train,Student_TaskOnly,mape,12.101383
exchange_rate,720,PatchTST-PatchTST,train,Student_TaskOnly,wape,11.741868
exchange_rate,720,PatchTST-PatchTST,val,Student_TaskOnly,mae,0.064632
exchange_rate,720,PatchTST-PatchTST,val,Student_TaskOnly,mse,0.006027
exchange_rate,720,PatchTST-PatchTST,val,Student_TaskOnly,mape,8.301281
exchange_rate,720,PatchTST-PatchTST,val,Student_TaskOnly,wape,8.448426
exchange_rate,720,PatchTST-PatchTST,test,Student_TaskOnly,mae,0.092746
exchange_rate,720,PatchTST-PatchTST,test,Student_TaskOnly,mse,0.013396
exchange_rate,720,PatchTST-PatchTST,test,Student_TaskOnly,mape,13.203855
exchange_rate,720,PatchTST-PatchTST,test,Student_TaskOnly,wape,12.352714
exchange_rate,720,PatchTST-PatchTST,train,Student_RDT,mae,0.069730
exchange_rate,720,PatchTST-PatchTST,train,Student_RDT,mse,0.008320
exchange_rate,720,PatchTST-PatchTST,train,Student_RDT,mape,12.370251
exchange_rate,720,PatchTST-PatchTST,train,Student_RDT,wape,11.784684
exchange_rate,720,PatchTST-PatchTST,val,Student_RDT,mae,0.059993
exchange_rate,720,PatchTST-PatchTST,val,Student_RDT,mse,0.005479
exchange_rate,720,PatchTST-PatchTST,val,Student_RDT,mape,7.839852
exchange_rate,720,PatchTST-PatchTST,val,Student_RDT,wape,7.842055
exchange_rate,720,PatchTST-PatchTST,test,Student_RDT,mae,0.113206
exchange_rate,720,PatchTST-PatchTST,test,Student_RDT,mse,0.019764
exchange_rate,720,PatchTST-PatchTST,test,Student_RDT,mape,16.105595
exchange_rate,720,PatchTST-PatchTST,test,Student_RDT,wape,15.077787
exchange_rate,720,PatchTST-PatchTST,train,Student_Follower,mae,0.072237
exchange_rate,720,PatchTST-PatchTST,train,Student_Follower,mse,0.008843
exchange_rate,720,PatchTST-PatchTST,train,Student_Follower,mape,12.852615
exchange_rate,720,PatchTST-PatchTST,train,Student_Follower,wape,12.208400
exchange_rate,720,PatchTST-PatchTST,val,Student_Follower,mae,0.060625
exchange_rate,720,PatchTST-PatchTST,val,Student_Follower,mse,0.005613
exchange_rate,720,PatchTST-PatchTST,val,Student_Follower,mape,7.947020
exchange_rate,720,PatchTST-PatchTST,val,Student_Follower,wape,7.924718
exchange_rate,720,PatchTST-PatchTST,test,Student_Follower,mae,0.117114
exchange_rate,720,PatchTST-PatchTST,test,Student_Follower,mse,0.020964
exchange_rate,720,PatchTST-PatchTST,test,Student_Follower,mape,16.673775
exchange_rate,720,PatchTST-PatchTST,test,Student_Follower,wape,15.598322
exchange_rate,96,PatchTST-PatchTST,train,Teacher,mae,0.023222
exchange_rate,96,PatchTST-PatchTST,train,Teacher,mse,0.001017
exchange_rate,96,PatchTST-PatchTST,train,Teacher,mape,3.970898
exchange_rate,96,PatchTST-PatchTST,train,Teacher,wape,3.876223
exchange_rate,96,PatchTST-PatchTST,val,Teacher,mae,0.029741
exchange_rate,96,PatchTST-PatchTST,val,Teacher,mse,0.001431
exchange_rate,96,PatchTST-PatchTST,val,Teacher,mape,3.870465
exchange_rate,96,PatchTST-PatchTST,val,Teacher,wape,3.897473
exchange_rate,96,PatchTST-PatchTST,test,Teacher,mae,0.025533
exchange_rate,96,PatchTST-PatchTST,test,Teacher,mse,0.001140
exchange_rate,96,PatchTST-PatchTST,test,Teacher,mape,3.456074
exchange_rate,96,PatchTST-PatchTST,test,Teacher,wape,3.384776
exchange_rate,96,PatchTST-PatchTST,train,Student_TaskOnly,mae,0.021086
exchange_rate,96,PatchTST-PatchTST,train,Student_TaskOnly,mse,0.000866
exchange_rate,96,PatchTST-PatchTST,train,Student_TaskOnly,mape,3.581501
exchange_rate,96,PatchTST-PatchTST,train,Student_TaskOnly,wape,3.519619
exchange_rate,96,PatchTST-PatchTST,val,Student_TaskOnly,mae,0.028777
exchange_rate,96,PatchTST-PatchTST,val,Student_TaskOnly,mse,0.001373
exchange_rate,96,PatchTST-PatchTST,val,Student_TaskOnly,mape,3.737931
exchange_rate,96,PatchTST-PatchTST,val,Student_TaskOnly,wape,3.771168
exchange_rate,96,PatchTST-PatchTST,test,Student_TaskOnly,mae,0.023188
exchange_rate,96,PatchTST-PatchTST,test,Student_TaskOnly,mse,0.000958
exchange_rate,96,PatchTST-PatchTST,test,Student_TaskOnly,mape,3.124117
exchange_rate,96,PatchTST-PatchTST,test,Student_TaskOnly,wape,3.073838
exchange_rate,96,PatchTST-PatchTST,train,Student_RDT,mae,0.022470
exchange_rate,96,PatchTST-PatchTST,train,Student_RDT,mse,0.000968
exchange_rate,96,PatchTST-PatchTST,train,Student_RDT,mape,3.826196
exchange_rate,96,PatchTST-PatchTST,train,Student_RDT,wape,3.750755
exchange_rate,96,PatchTST-PatchTST,val,Student_RDT,mae,0.028914
exchange_rate,96,PatchTST-PatchTST,val,Student_RDT,mse,0.001358
exchange_rate,96,PatchTST-PatchTST,val,Student_RDT,mape,3.756755
exchange_rate,96,PatchTST-PatchTST,val,Student_RDT,wape,3.789054
exchange_rate,96,PatchTST-PatchTST,test,Student_RDT,mae,0.024786
exchange_rate,96,PatchTST-PatchTST,test,Student_RDT,mse,0.001064
exchange_rate,96,PatchTST-PatchTST,test,Student_RDT,mape,3.346730
exchange_rate,96,PatchTST-PatchTST,test,Student_RDT,wape,3.285701
exchange_rate,96,PatchTST-PatchTST,train,Student_Follower,mae,0.023422
exchange_rate,96,PatchTST-PatchTST,train,Student_Follower,mse,0.001043
exchange_rate,96,PatchTST-PatchTST,train,Student_Follower,mape,4.004314
exchange_rate,96,PatchTST-PatchTST,train,Student_Follower,wape,3.909591
exchange_rate,96,PatchTST-PatchTST,val,Student_Follower,mae,0.028454
exchange_rate,96,PatchTST-PatchTST,val,Student_Follower,mse,0.001300
exchange_rate,96,PatchTST-PatchTST,val,Student_Follower,mape,3.702156
exchange_rate,96,PatchTST-PatchTST,val,Student_Follower,wape,3.728738
exchange_rate,96,PatchTST-PatchTST,test,Student_Follower,mae,0.025565
exchange_rate,96,PatchTST-PatchTST,test,Student_Follower,mse,0.001142
exchange_rate,96,PatchTST-PatchTST,test,Student_Follower,mape,3.460747
exchange_rate,96,PatchTST-PatchTST,test,Student_Follower,wape,3.388898
weather,192,DLinear-DLinear,train,Teacher,mae,32.260830
weather,192,DLinear-DLinear,train,Teacher,mse,155312.968750
weather,192,DLinear-DLinear,train,Teacher,mape,4.128813
weather,192,DLinear-DLinear,train,Teacher,wape,7.334991
weather,192,DLinear-DLinear,val,Teacher,mae,16.134087
weather,192,DLinear-DLinear,val,Teacher,mse,581.427063
weather,192,DLinear-DLinear,val,Teacher,mape,3.630788
weather,192,DLinear-DLinear,val,Teacher,wape,3.803386
weather,192,DLinear-DLinear,test,Teacher,mae,24.691730
weather,192,DLinear-DLinear,test,Teacher,mse,884.151428
weather,192,DLinear-DLinear,test,Teacher,mape,5.523523
weather,192,DLinear-DLinear,test,Teacher,wape,5.643878
weather,192,DLinear-DLinear,train,Student_TaskOnly,mae,32.260811
weather,192,DLinear-DLinear,train,Student_TaskOnly,mse,155312.921875
weather,192,DLinear-DLinear,train,Student_TaskOnly,mape,4.128815
weather,192,DLinear-DLinear,train,Student_TaskOnly,wape,7.334983
weather,192,DLinear-DLinear,val,Student_TaskOnly,mae,16.134087
weather,192,DLinear-DLinear,val,Student_TaskOnly,mse,581.427063
weather,192,DLinear-DLinear,val,Student_TaskOnly,mape,3.630788
weather,192,DLinear-DLinear,val,Student_TaskOnly,wape,3.803386
weather,192,DLinear-DLinear,test,Student_TaskOnly,mae,24.691730
weather,192,DLinear-DLinear,test,Student_TaskOnly,mse,884.151428
weather,192,DLinear-DLinear,test,Student_TaskOnly,mape,5.523523
weather,192,DLinear-DLinear,test,Student_TaskOnly,wape,5.643878
weather,192,DLinear-DLinear,train,Student_RDT,mae,32.363712
weather,192,DLinear-DLinear,train,Student_RDT,mse,155480.734375
weather,192,DLinear-DLinear,train,Student_RDT,mape,4.157150
weather,192,DLinear-DLinear,train,Student_RDT,wape,7.358383
weather,192,DLinear-DLinear,val,Student_RDT,mae,16.082531
weather,192,DLinear-DLinear,val,Student_RDT,mse,575.453186
weather,192,DLinear-DLinear,val,Student_RDT,mape,3.622476
weather,192,DLinear-DLinear,val,Student_RDT,wape,3.791232
weather,192,DLinear-DLinear,test,Student_RDT,mae,24.364321
weather,192,DLinear-DLinear,test,Student_RDT,mse,877.757324
weather,192,DLinear-DLinear,test,Student_RDT,mape,5.448352
weather,192,DLinear-DLinear,test,Student_RDT,wape,5.569041
weather,192,DLinear-DLinear,train,Student_Follower,mae,32.958973
weather,192,DLinear-DLinear,train,Student_Follower,mse,155657.093750
weather,192,DLinear-DLinear,train,Student_Follower,mape,4.295906
weather,192,DLinear-DLinear,train,Student_Follower,wape,7.493733
weather,192,DLinear-DLinear,val,Student_Follower,mae,16.118252
weather,192,DLinear-DLinear,val,Student_Follower,mse,580.048218
weather,192,DLinear-DLinear,val,Student_Follower,mape,3.627501
weather,192,DLinear-DLinear,val,Student_Follower,wape,3.799653
weather,192,DLinear-DLinear,test,Student_Follower,mae,24.640045
weather,192,DLinear-DLinear,test,Student_Follower,mse,882.531555
weather,192,DLinear-DLinear,test,Student_Follower,mape,5.511994
weather,192,DLinear-DLinear,test,Student_Follower,wape,5.632064
weather,24,DLinear-DLinear,train,Teacher,mae,24.609507
weather,24,DLinear-DLinear,train,Teacher,mse,101173.804688
weather,24,DLinear-DLinear,train,Teacher,mape,3.662478
weather,24,DLinear-DLinear,train,Teacher,wape,5.595443
weather,24,DLinear-DLinear,val,Teacher,mae,9.821894
weather,24,DLinear-DLinear,val,Teacher,mse,230.095139
weather,24,DLinear-DLinear,val,Teacher,mape,2.234715
weather,24,DLinear-DLinear,val,Teacher,wape,2.315486
weather,24,DLinear-DLinear,test,Teacher,mae,12.041266
weather,24,DLinear-DLinear,test,Teacher,mse,279.423920
weather,24,DLinear-DLinear,test,Teacher,mape,2.695254
weather,24,DLinear-DLinear,test,Teacher,wape,2.753246
weather,24,DLinear-DLinear,train,Student_TaskOnly,mae,24.609505
weather,24,DLinear-DLinear,train,Student_TaskOnly,mse,101173.835938
weather,24,DLinear-DLinear,train,Student_TaskOnly,mape,3.662479
weather,24,DLinear-DLinear,train,Student_TaskOnly,wape,5.595442
weather,24,DLinear-DLinear,val,Student_TaskOnly,mae,9.821894
weather,24,DLinear-DLinear,val,Student_TaskOnly,mse,230.095139
weather,24,DLinear-DLinear,val,Student_TaskOnly,mape,2.234715
weather,24,DLinear-DLinear,val,Student_TaskOnly,wape,2.315486
weather,24,DLinear-DLinear,test,Student_TaskOnly,mae,12.041266
weather,24,DLinear-DLinear,test,Student_TaskOnly,mse,279.423920
weather,24,DLinear-DLinear,test,Student_TaskOnly,mape,2.695254
weather,24,DLinear-DLinear,test,Student_TaskOnly,wape,2.753246
weather,24,DLinear-DLinear,train,Student_RDT,mae,24.426327
weather,24,DLinear-DLinear,train,Student_RDT,mse,101720.218750
weather,24,DLinear-DLinear,train,Student_RDT,mape,3.644707
weather,24,DLinear-DLinear,train,Student_RDT,wape,5.553793
weather,24,DLinear-DLinear,val,Student_RDT,mae,9.682796
weather,24,DLinear-DLinear,val,Student_RDT,mse,220.478180
weather,24,DLinear-DLinear,val,Student_RDT,mape,2.206010
weather,24,DLinear-DLinear,val,Student_RDT,wape,2.282695
weather,24,DLinear-DLinear,test,Student_RDT,mae,11.529300
weather,24,DLinear-DLinear,test,Student_RDT,mse,257.824585
weather,24,DLinear-DLinear,test,Student_RDT,mape,2.579388
weather,24,DLinear-DLinear,test,Student_RDT,wape,2.636184
weather,24,DLinear-DLinear,train,Student_Follower,mae,25.198149
weather,24,DLinear-DLinear,train,Student_Follower,mse,102200.625000
weather,24,DLinear-DLinear,train,Student_Follower,mape,3.806913
weather,24,DLinear-DLinear,train,Student_Follower,wape,5.729282
weather,24,DLinear-DLinear,val,Student_Follower,mae,9.600342
weather,24,DLinear-DLinear,val,Student_Follower,mse,216.825684
weather,24,DLinear-DLinear,val,Student_Follower,mape,2.186576
weather,24,DLinear-DLinear,val,Student_Follower,wape,2.263256
weather,24,DLinear-DLinear,test,Student_Follower,mae,11.650394
weather,24,DLinear-DLinear,test,Student_Follower,mse,258.111450
weather,24,DLinear-DLinear,test,Student_Follower,mape,2.608508
weather,24,DLinear-DLinear,test,Student_Follower,wape,2.663872
weather,336,DLinear-DLinear,train,Teacher,mae,33.291832
weather,336,DLinear-DLinear,train,Teacher,mse,159638.765625
weather,336,DLinear-DLinear,train,Teacher,mape,4.276404
weather,336,DLinear-DLinear,train,Teacher,wape,7.568924
weather,336,DLinear-DLinear,val,Teacher,mae,16.575520
weather,336,DLinear-DLinear,val,Teacher,mse,611.653198
weather,336,DLinear-DLinear,val,Teacher,mape,3.725404
weather,336,DLinear-DLinear,val,Teacher,wape,3.906999
weather,336,DLinear-DLinear,test,Teacher,mae,26.079283
weather,336,DLinear-DLinear,test,Teacher,mse,955.526489
weather,336,DLinear-DLinear,test,Teacher,mape,5.834147
weather,336,DLinear-DLinear,test,Teacher,wape,5.959064
weather,336,DLinear-DLinear,train,Student_TaskOnly,mae,33.291824
weather,336,DLinear-DLinear,train,Student_TaskOnly,mse,159638.859375
weather,336,DLinear-DLinear,train,Student_TaskOnly,mape,4.276408
weather,336,DLinear-DLinear,train,Student_TaskOnly,wape,7.568917
weather,336,DLinear-DLinear,val,Student_TaskOnly,mae,16.575520
weather,336,DLinear-DLinear,val,Student_TaskOnly,mse,611.653198
weather,336,DLinear-DLinear,val,Student_TaskOnly,mape,3.725404
weather,336,DLinear-DLinear,val,Student_TaskOnly,wape,3.906999
weather,336,DLinear-DLinear,test,Student_TaskOnly,mae,26.079283
weather,336,DLinear-DLinear,test,Student_TaskOnly,mse,955.526489
weather,336,DLinear-DLinear,test,Student_TaskOnly,mape,5.834147
weather,336,DLinear-DLinear,test,Student_TaskOnly,wape,5.959064
weather,336,DLinear-DLinear,train,Student_RDT,mae,32.457344
weather,336,DLinear-DLinear,train,Student_RDT,mse,159327.718750
weather,336,DLinear-DLinear,train,Student_RDT,mape,4.084549
weather,336,DLinear-DLinear,train,Student_RDT,wape,7.379197
weather,336,DLinear-DLinear,val,Student_RDT,mae,16.464090
weather,336,DLinear-DLinear,val,Student_RDT,mse,600.366211
weather,336,DLinear-DLinear,val,Student_RDT,mape,3.703285
weather,336,DLinear-DLinear,val,Student_RDT,wape,3.880734
weather,336,DLinear-DLinear,test,Student_RDT,mae,25.407927
weather,336,DLinear-DLinear,test,Student_RDT,mse,921.852417
weather,336,DLinear-DLinear,test,Student_RDT,mape,5.681069
weather,336,DLinear-DLinear,test,Student_RDT,wape,5.805660
weather,336,DLinear-DLinear,train,Student_Follower,mae,33.476681
weather,336,DLinear-DLinear,train,Student_Follower,mse,159743.718750
weather,336,DLinear-DLinear,train,Student_Follower,mape,4.319942
weather,336,DLinear-DLinear,train,Student_Follower,wape,7.610948
weather,336,DLinear-DLinear,val,Student_Follower,mae,16.568104
weather,336,DLinear-DLinear,val,Student_Follower,mse,610.983154
weather,336,DLinear-DLinear,val,Student_Follower,mape,3.723898
weather,336,DLinear-DLinear,val,Student_Follower,wape,3.905251
weather,336,DLinear-DLinear,test,Student_Follower,mae,26.020859
weather,336,DLinear-DLinear,test,Student_Follower,mse,952.367615
weather,336,DLinear-DLinear,test,Student_Follower,mape,5.820869
weather,336,DLinear-DLinear,test,Student_Follower,wape,5.945714
weather,720,DLinear-DLinear,train,Teacher,mae,33.869656
weather,720,DLinear-DLinear,train,Teacher,mse,163733.531250
weather,720,DLinear-DLinear,train,Teacher,mape,4.312505
weather,720,DLinear-DLinear,train,Teacher,wape,7.698242
weather,720,DLinear-DLinear,val,Teacher,mae,17.544380
weather,720,DLinear-DLinear,val,Teacher,mse,668.873779
weather,720,DLinear-DLinear,val,Teacher,mape,3.936391
weather,720,DLinear-DLinear,val,Teacher,wape,4.130990
weather,720,DLinear-DLinear,test,Teacher,mae,27.427526
weather,720,DLinear-DLinear,test,Teacher,mse,1029.620605
weather,720,DLinear-DLinear,test,Teacher,mape,6.134178
weather,720,DLinear-DLinear,test,Teacher,wape,6.262112
weather,720,DLinear-DLinear,train,Student_TaskOnly,mae,33.869675
weather,720,DLinear-DLinear,train,Student_TaskOnly,mse,163733.437500
weather,720,DLinear-DLinear,train,Student_TaskOnly,mape,4.312507
weather,720,DLinear-DLinear,train,Student_TaskOnly,wape,7.698242
weather,720,DLinear-DLinear,val,Student_TaskOnly,mae,17.544380
weather,720,DLinear-DLinear,val,Student_TaskOnly,mse,668.873779
weather,720,DLinear-DLinear,val,Student_TaskOnly,mape,3.936391
weather,720,DLinear-DLinear,val,Student_TaskOnly,wape,4.130990
weather,720,DLinear-DLinear,test,Student_TaskOnly,mae,27.427526
weather,720,DLinear-DLinear,test,Student_TaskOnly,mse,1029.620605
weather,720,DLinear-DLinear,test,Student_TaskOnly,mape,6.134178
weather,720,DLinear-DLinear,test,Student_TaskOnly,wape,6.262112
weather,720,DLinear-DLinear,train,Student_RDT,mae,34.443054
weather,720,DLinear-DLinear,train,Student_RDT,mse,164132.828125
weather,720,DLinear-DLinear,train,Student_RDT,mape,4.444997
weather,720,DLinear-DLinear,train,Student_RDT,wape,7.828563
weather,720,DLinear-DLinear,val,Student_RDT,mae,17.447323
weather,720,DLinear-DLinear,val,Student_RDT,mse,662.209839
weather,720,DLinear-DLinear,val,Student_RDT,mape,3.915112
weather,720,DLinear-DLinear,val,Student_RDT,wape,4.108137
weather,720,DLinear-DLinear,test,Student_RDT,mae,27.229370
weather,720,DLinear-DLinear,test,Student_RDT,mse,1019.232300
weather,720,DLinear-DLinear,test,Student_RDT,mape,6.088553
