dataset,horizon,model_combination,split,model_type,metric,value
ETT-small_ETTh1,720,PatchTST-DLinear,test,Student_TaskOnly,wape,29.226318
ETT-small_ETTh1,720,PatchTST-DLinear,train,Student_RDT,mae,3.382040
ETT-small_ETTh1,720,PatchTST-DLinear,train,Student_RDT,mse,18.653042
ETT-small_ETTh1,720,PatchTST-DLinear,train,Student_RDT,mape,5135854.000000
ETT-small_ETTh1,720,PatchTST-DLinear,train,Student_RDT,wape,20.651064
ETT-small_ETTh1,720,PatchTST-DLinear,val,Student_RDT,mae,2.390887
ETT-small_ETTh1,720,PatchTST-DLinear,val,Student_RDT,mse,9.263005
ETT-small_ETTh1,720,PatchTST-DLinear,val,Student_RDT,mape,57971816.000000
ETT-small_ETTh1,720,PatchTST-DLinear,val,Student_RDT,wape,44.860432
ETT-small_ETTh1,720,PatchTST-DLinear,test,Student_RDT,mae,2.602851
ETT-small_ETTh1,720,PatchTST-DLinear,test,Student_RDT,mse,10.764592
ETT-small_ETTh1,720,PatchTST-DLinear,test,Student_RDT,mape,12858386.000000
ETT-small_ETTh1,720,PatchTST-DLinear,test,Student_RDT,wape,31.098989
ETT-small_ETTh1,720,PatchTST-DLinear,train,Student_Follower,mae,3.582331
ETT-small_ETTh1,720,PatchTST-DLinear,train,Student_Follower,mse,20.936756
ETT-small_ETTh1,720,PatchTST-DLinear,train,Student_Follower,mape,4929972.500000
ETT-small_ETTh1,720,PatchTST-DLinear,train,Student_Follower,wape,21.874071
ETT-small_ETTh1,720,PatchTST-DLinear,val,Student_Follower,mae,2.184561
ETT-small_ETTh1,720,PatchTST-DLinear,val,Student_Follower,mse,7.723538
ETT-small_ETTh1,720,PatchTST-DLinear,val,Student_Follower,mape,48425356.000000
ETT-small_ETTh1,720,PatchTST-DLinear,val,Student_Follower,wape,40.989128
ETT-small_ETTh1,720,PatchTST-DLinear,test,Student_Follower,mae,2.884347
ETT-small_ETTh1,720,PatchTST-DLinear,test,Student_Follower,mse,13.325453
ETT-small_ETTh1,720,PatchTST-DLinear,test,Student_Follower,mape,11667134.000000
ETT-small_ETTh1,720,PatchTST-DLinear,test,Student_Follower,wape,34.462311
ETT-small_ETTh1,96,PatchTST-DLinear,train,Teacher,mae,2.444915
ETT-small_ETTh1,96,PatchTST-DLinear,train,Teacher,mse,10.315860
ETT-small_ETTh1,96,PatchTST-DLinear,train,Teacher,mape,4008127.250000
ETT-small_ETTh1,96,PatchTST-DLinear,train,Teacher,wape,14.559649
ETT-small_ETTh1,96,PatchTST-DLinear,val,Teacher,mae,1.676407
ETT-small_ETTh1,96,PatchTST-DLinear,val,Teacher,mse,4.910685
ETT-small_ETTh1,96,PatchTST-DLinear,val,Teacher,mape,35076516.000000
ETT-small_ETTh1,96,PatchTST-DLinear,val,Teacher,wape,29.973919
ETT-small_ETTh1,96,PatchTST-DLinear,test,Teacher,mae,2.140116
ETT-small_ETTh1,96,PatchTST-DLinear,test,Teacher,mse,7.822552
ETT-small_ETTh1,96,PatchTST-DLinear,test,Teacher,mape,12928718.000000
ETT-small_ETTh1,96,PatchTST-DLinear,test,Teacher,wape,26.637335
ETT-small_ETTh1,96,PatchTST-DLinear,train,Student_TaskOnly,mae,2.554405
ETT-small_ETTh1,96,PatchTST-DLinear,train,Student_TaskOnly,mse,11.532039
ETT-small_ETTh1,96,PatchTST-DLinear,train,Student_TaskOnly,mape,4277683.000000
ETT-small_ETTh1,96,PatchTST-DLinear,train,Student_TaskOnly,wape,15.211673
ETT-small_ETTh1,96,PatchTST-DLinear,val,Student_TaskOnly,mae,1.694250
ETT-small_ETTh1,96,PatchTST-DLinear,val,Student_TaskOnly,mse,4.838062
ETT-small_ETTh1,96,PatchTST-DLinear,val,Student_TaskOnly,mape,37033152.000000
ETT-small_ETTh1,96,PatchTST-DLinear,val,Student_TaskOnly,wape,30.292950
ETT-small_ETTh1,96,PatchTST-DLinear,test,Student_TaskOnly,mae,2.064996
ETT-small_ETTh1,96,PatchTST-DLinear,test,Student_TaskOnly,mse,7.057677
ETT-small_ETTh1,96,PatchTST-DLinear,test,Student_TaskOnly,mape,13744555.000000
ETT-small_ETTh1,96,PatchTST-DLinear,test,Student_TaskOnly,wape,25.702337
ETT-small_ETTh1,96,PatchTST-DLinear,train,Student_RDT,mae,2.568694
ETT-small_ETTh1,96,PatchTST-DLinear,train,Student_RDT,mse,11.625575
ETT-small_ETTh1,96,PatchTST-DLinear,train,Student_RDT,mape,4343514.000000
ETT-small_ETTh1,96,PatchTST-DLinear,train,Student_RDT,wape,15.296766
ETT-small_ETTh1,96,PatchTST-DLinear,val,Student_RDT,mae,1.663827
ETT-small_ETTh1,96,PatchTST-DLinear,val,Student_RDT,mse,4.707098
ETT-small_ETTh1,96,PatchTST-DLinear,val,Student_RDT,mape,34809372.000000
ETT-small_ETTh1,96,PatchTST-DLinear,val,Student_RDT,wape,29.748981
ETT-small_ETTh1,96,PatchTST-DLinear,test,Student_RDT,mae,2.065886
ETT-small_ETTh1,96,PatchTST-DLinear,test,Student_RDT,mse,7.104804
ETT-small_ETTh1,96,PatchTST-DLinear,test,Student_RDT,mape,13909278.000000
ETT-small_ETTh1,96,PatchTST-DLinear,test,Student_RDT,wape,25.713421
ETT-small_ETTh1,96,PatchTST-DLinear,train,Student_Follower,mae,2.612512
ETT-small_ETTh1,96,PatchTST-DLinear,train,Student_Follower,mse,11.970716
ETT-small_ETTh1,96,PatchTST-DLinear,train,Student_Follower,mape,4419234.000000
ETT-small_ETTh1,96,PatchTST-DLinear,train,Student_Follower,wape,15.557696
ETT-small_ETTh1,96,PatchTST-DLinear,val,Student_Follower,mae,1.666507
ETT-small_ETTh1,96,PatchTST-DLinear,val,Student_Follower,mse,4.718251
ETT-small_ETTh1,96,PatchTST-DLinear,val,Student_Follower,mape,33458172.000000
ETT-small_ETTh1,96,PatchTST-DLinear,val,Student_Follower,wape,29.796911
ETT-small_ETTh1,96,PatchTST-DLinear,test,Student_Follower,mae,2.094954
ETT-small_ETTh1,96,PatchTST-DLinear,test,Student_Follower,mse,7.330338
ETT-small_ETTh1,96,PatchTST-DLinear,test,Student_Follower,mape,14078163.000000
ETT-small_ETTh1,96,PatchTST-DLinear,test,Student_Follower,wape,26.075220
ETT-small_ETTh1,192,PatchTST-PatchTST,train,Teacher,mae,2.171446
ETT-small_ETTh1,192,PatchTST-PatchTST,train,Teacher,mse,7.871429
ETT-small_ETTh1,192,PatchTST-PatchTST,train,Teacher,mape,2956641.750000
ETT-small_ETTh1,192,PatchTST-PatchTST,train,Teacher,wape,12.962024
ETT-small_ETTh1,192,PatchTST-PatchTST,val,Teacher,mae,1.943122
ETT-small_ETTh1,192,PatchTST-PatchTST,val,Teacher,mse,6.386464
ETT-small_ETTh1,192,PatchTST-PatchTST,val,Teacher,mape,46605680.000000
ETT-small_ETTh1,192,PatchTST-PatchTST,val,Teacher,wape,34.723015
ETT-small_ETTh1,192,PatchTST-PatchTST,test,Teacher,mae,2.533454
ETT-small_ETTh1,192,PatchTST-PatchTST,test,Teacher,mse,11.258165
ETT-small_ETTh1,192,PatchTST-PatchTST,test,Teacher,mape,14070899.000000
ETT-small_ETTh1,192,PatchTST-PatchTST,test,Teacher,wape,31.290318
ETT-small_ETTh1,192,PatchTST-PatchTST,train,Student_TaskOnly,mae,2.442284
ETT-small_ETTh1,192,PatchTST-PatchTST,train,Student_TaskOnly,mse,10.273971
ETT-small_ETTh1,192,PatchTST-PatchTST,train,Student_TaskOnly,mape,3942323.500000
ETT-small_ETTh1,192,PatchTST-PatchTST,train,Student_TaskOnly,wape,14.578733
ETT-small_ETTh1,192,PatchTST-PatchTST,val,Student_TaskOnly,mae,1.930096
ETT-small_ETTh1,192,PatchTST-PatchTST,val,Student_TaskOnly,mse,6.277431
ETT-small_ETTh1,192,PatchTST-PatchTST,val,Student_TaskOnly,mape,48676040.000000
ETT-small_ETTh1,192,PatchTST-PatchTST,val,Student_TaskOnly,wape,34.490234
ETT-small_ETTh1,192,PatchTST-PatchTST,test,Student_TaskOnly,mae,2.359596
ETT-small_ETTh1,192,PatchTST-PatchTST,test,Student_TaskOnly,mse,9.446358
ETT-small_ETTh1,192,PatchTST-PatchTST,test,Student_TaskOnly,mape,14445418.000000
ETT-small_ETTh1,192,PatchTST-PatchTST,test,Student_TaskOnly,wape,29.143026
ETT-small_ETTh1,192,PatchTST-PatchTST,train,Student_RDT,mae,2.578102
ETT-small_ETTh1,192,PatchTST-PatchTST,train,Student_RDT,mse,11.244457
ETT-small_ETTh1,192,PatchTST-PatchTST,train,Student_RDT,mape,4010850.500000
ETT-small_ETTh1,192,PatchTST-PatchTST,train,Student_RDT,wape,15.389471
ETT-small_ETTh1,192,PatchTST-PatchTST,val,Student_RDT,mae,1.845013
ETT-small_ETTh1,192,PatchTST-PatchTST,val,Student_RDT,mse,5.803353
ETT-small_ETTh1,192,PatchTST-PatchTST,val,Student_RDT,mape,47903764.000000
ETT-small_ETTh1,192,PatchTST-PatchTST,val,Student_RDT,wape,32.969837
ETT-small_ETTh1,192,PatchTST-PatchTST,test,Student_RDT,mae,2.511757
ETT-small_ETTh1,192,PatchTST-PatchTST,test,Student_RDT,mse,10.967706
ETT-small_ETTh1,192,PatchTST-PatchTST,test,Student_RDT,mape,14142694.000000
ETT-small_ETTh1,192,PatchTST-PatchTST,test,Student_RDT,wape,31.022343
ETT-small_ETTh1,192,PatchTST-PatchTST,train,Student_Follower,mae,2.677712
ETT-small_ETTh1,192,PatchTST-PatchTST,train,Student_Follower,mse,12.051951
ETT-small_ETTh1,192,PatchTST-PatchTST,train,Student_Follower,mape,4036512.000000
ETT-small_ETTh1,192,PatchTST-PatchTST,train,Student_Follower,wape,15.984082
ETT-small_ETTh1,192,PatchTST-PatchTST,val,Student_Follower,mae,1.841724
ETT-small_ETTh1,192,PatchTST-PatchTST,val,Student_Follower,mse,5.777405
ETT-small_ETTh1,192,PatchTST-PatchTST,val,Student_Follower,mape,47913456.000000
ETT-small_ETTh1,192,PatchTST-PatchTST,val,Student_Follower,wape,32.911060
ETT-small_ETTh1,192,PatchTST-PatchTST,test,Student_Follower,mae,2.554368
ETT-small_ETTh1,192,PatchTST-PatchTST,test,Student_Follower,mse,11.250763
ETT-small_ETTh1,192,PatchTST-PatchTST,test,Student_Follower,mape,14198706.000000
ETT-small_ETTh1,192,PatchTST-PatchTST,test,Student_Follower,wape,31.548626
ETT-small_ETTh1,24,PatchTST-PatchTST,train,Teacher,mae,1.706193
ETT-small_ETTh1,24,PatchTST-PatchTST,train,Teacher,mse,5.441799
ETT-small_ETTh1,24,PatchTST-PatchTST,train,Teacher,mape,1659722.875000
ETT-small_ETTh1,24,PatchTST-PatchTST,train,Teacher,wape,10.145391
ETT-small_ETTh1,24,PatchTST-PatchTST,val,Teacher,mae,1.166438
ETT-small_ETTh1,24,PatchTST-PatchTST,val,Teacher,mse,2.364534
ETT-small_ETTh1,24,PatchTST-PatchTST,val,Teacher,mape,19069438.000000
ETT-small_ETTh1,24,PatchTST-PatchTST,val,Teacher,wape,20.914278
ETT-small_ETTh1,24,PatchTST-PatchTST,test,Teacher,mae,1.291176
ETT-small_ETTh1,24,PatchTST-PatchTST,test,Teacher,mse,3.113365
ETT-small_ETTh1,24,PatchTST-PatchTST,test,Teacher,mape,8587273.000000
ETT-small_ETTh1,24,PatchTST-PatchTST,test,Teacher,wape,16.147392
ETT-small_ETTh1,24,PatchTST-PatchTST,train,Student_TaskOnly,mae,1.740200
ETT-small_ETTh1,24,PatchTST-PatchTST,train,Student_TaskOnly,mse,5.715096
ETT-small_ETTh1,24,PatchTST-PatchTST,train,Student_TaskOnly,mape,1885583.375000
ETT-small_ETTh1,24,PatchTST-PatchTST,train,Student_TaskOnly,wape,10.347606
ETT-small_ETTh1,24,PatchTST-PatchTST,val,Student_TaskOnly,mae,1.123773
ETT-small_ETTh1,24,PatchTST-PatchTST,val,Student_TaskOnly,mse,2.230262
ETT-small_ETTh1,24,PatchTST-PatchTST,val,Student_TaskOnly,mape,19113460.000000
ETT-small_ETTh1,24,PatchTST-PatchTST,val,Student_TaskOnly,wape,20.149284
ETT-small_ETTh1,24,PatchTST-PatchTST,test,Student_TaskOnly,mae,1.294990
ETT-small_ETTh1,24,PatchTST-PatchTST,test,Student_TaskOnly,mse,3.092506
ETT-small_ETTh1,24,PatchTST-PatchTST,test,Student_TaskOnly,mape,8974061.000000
ETT-small_ETTh1,24,PatchTST-PatchTST,test,Student_TaskOnly,wape,16.195089
ETT-small_ETTh1,24,PatchTST-PatchTST,train,Student_RDT,mae,1.764138
ETT-small_ETTh1,24,PatchTST-PatchTST,train,Student_RDT,mse,5.961156
ETT-small_ETTh1,24,PatchTST-PatchTST,train,Student_RDT,mape,1603812.625000
ETT-small_ETTh1,24,PatchTST-PatchTST,train,Student_RDT,wape,10.489943
ETT-small_ETTh1,24,PatchTST-PatchTST,val,Student_RDT,mae,1.126352
ETT-small_ETTh1,24,PatchTST-PatchTST,val,Student_RDT,mse,2.250849
ETT-small_ETTh1,24,PatchTST-PatchTST,val,Student_RDT,mape,19406854.000000
ETT-small_ETTh1,24,PatchTST-PatchTST,val,Student_RDT,wape,20.195522
ETT-small_ETTh1,24,PatchTST-PatchTST,test,Student_RDT,mae,1.267095
ETT-small_ETTh1,24,PatchTST-PatchTST,test,Student_RDT,mse,3.022997
ETT-small_ETTh1,24,PatchTST-PatchTST,test,Student_RDT,mape,8431675.000000
ETT-small_ETTh1,24,PatchTST-PatchTST,test,Student_RDT,wape,15.846231
ETT-small_ETTh1,24,PatchTST-PatchTST,train,Student_Follower,mae,1.793838
ETT-small_ETTh1,24,PatchTST-PatchTST,train,Student_Follower,mse,6.136862
ETT-small_ETTh1,24,PatchTST-PatchTST,train,Student_Follower,mape,1625326.375000
ETT-small_ETTh1,24,PatchTST-PatchTST,train,Student_Follower,wape,10.666550
ETT-small_ETTh1,24,PatchTST-PatchTST,val,Student_Follower,mae,1.140819
ETT-small_ETTh1,24,PatchTST-PatchTST,val,Student_Follower,mse,2.296950
ETT-small_ETTh1,24,PatchTST-PatchTST,val,Student_Follower,mape,19808024.000000
ETT-small_ETTh1,24,PatchTST-PatchTST,val,Student_Follower,wape,20.454922
ETT-small_ETTh1,24,PatchTST-PatchTST,test,Student_Follower,mae,1.281772
ETT-small_ETTh1,24,PatchTST-PatchTST,test,Student_Follower,mse,3.082762
ETT-small_ETTh1,24,PatchTST-PatchTST,test,Student_Follower,mape,8370999.000000
ETT-small_ETTh1,24,PatchTST-PatchTST,test,Student_Follower,wape,16.029779
ETT-small_ETTh1,336,PatchTST-PatchTST,train,Teacher,mae,2.984333
ETT-small_ETTh1,336,PatchTST-PatchTST,train,Teacher,mse,14.665019
ETT-small_ETTh1,336,PatchTST-PatchTST,train,Teacher,mape,4074895.500000
ETT-small_ETTh1,336,PatchTST-PatchTST,train,Teacher,wape,17.891670
ETT-small_ETTh1,336,PatchTST-PatchTST,val,Teacher,mae,2.053657
ETT-small_ETTh1,336,PatchTST-PatchTST,val,Teacher,mse,6.642120
ETT-small_ETTh1,336,PatchTST-PatchTST,val,Teacher,mape,45587544.000000
ETT-small_ETTh1,336,PatchTST-PatchTST,val,Teacher,wape,36.987190
ETT-small_ETTh1,336,PatchTST-PatchTST,test,Teacher,mae,2.419755
ETT-small_ETTh1,336,PatchTST-PatchTST,test,Teacher,mse,9.464362
ETT-small_ETTh1,336,PatchTST-PatchTST,test,Teacher,mape,14329982.000000
ETT-small_ETTh1,336,PatchTST-PatchTST,test,Teacher,wape,29.564337
ETT-small_ETTh1,336,PatchTST-PatchTST,train,Student_TaskOnly,mae,2.938102
ETT-small_ETTh1,336,PatchTST-PatchTST,train,Student_TaskOnly,mse,14.299865
ETT-small_ETTh1,336,PatchTST-PatchTST,train,Student_TaskOnly,mape,4072966.750000
ETT-small_ETTh1,336,PatchTST-PatchTST,train,Student_TaskOnly,wape,17.614513
ETT-small_ETTh1,336,PatchTST-PatchTST,val,Student_TaskOnly,mae,2.016087
ETT-small_ETTh1,336,PatchTST-PatchTST,val,Student_TaskOnly,mse,6.477962
ETT-small_ETTh1,336,PatchTST-PatchTST,val,Student_TaskOnly,mape,44348636.000000
ETT-small_ETTh1,336,PatchTST-PatchTST,val,Student_TaskOnly,wape,36.310543
ETT-small_ETTh1,336,PatchTST-PatchTST,test,Student_TaskOnly,mae,2.434541
ETT-small_ETTh1,336,PatchTST-PatchTST,test,Student_TaskOnly,mse,9.532154
ETT-small_ETTh1,336,PatchTST-PatchTST,test,Student_TaskOnly,mape,14518536.000000
ETT-small_ETTh1,336,PatchTST-PatchTST,test,Student_TaskOnly,wape,29.744989
ETT-small_ETTh1,336,PatchTST-PatchTST,train,Student_RDT,mae,2.344530
ETT-small_ETTh1,336,PatchTST-PatchTST,train,Student_RDT,mse,9.177429
ETT-small_ETTh1,336,PatchTST-PatchTST,train,Student_RDT,mape,3450959.500000
ETT-small_ETTh1,336,PatchTST-PatchTST,train,Student_RDT,wape,14.055922
ETT-small_ETTh1,336,PatchTST-PatchTST,val,Student_RDT,mae,2.003050
ETT-small_ETTh1,336,PatchTST-PatchTST,val,Student_RDT,mse,6.390415
ETT-small_ETTh1,336,PatchTST-PatchTST,val,Student_RDT,mape,44362700.000000
ETT-small_ETTh1,336,PatchTST-PatchTST,val,Student_RDT,wape,36.075737
ETT-small_ETTh1,336,PatchTST-PatchTST,test,Student_RDT,mae,2.433643
ETT-small_ETTh1,336,PatchTST-PatchTST,test,Student_RDT,mse,9.523651
ETT-small_ETTh1,336,PatchTST-PatchTST,test,Student_RDT,mape,14103947.000000
ETT-small_ETTh1,336,PatchTST-PatchTST,test,Student_RDT,wape,29.734030
ETT-small_ETTh1,336,PatchTST-PatchTST,train,Student_Follower,mae,2.976085
ETT-small_ETTh1,336,PatchTST-PatchTST,train,Student_Follower,mse,14.597610
ETT-small_ETTh1,336,PatchTST-PatchTST,train,Student_Follower,mape,4144043.250000
ETT-small_ETTh1,336,PatchTST-PatchTST,train,Student_Follower,wape,17.842230
ETT-small_ETTh1,336,PatchTST-PatchTST,val,Student_Follower,mae,2.035713
ETT-small_ETTh1,336,PatchTST-PatchTST,val,Student_Follower,mse,6.540560
ETT-small_ETTh1,336,PatchTST-PatchTST,val,Student_Follower,mape,45758728.000000
ETT-small_ETTh1,336,PatchTST-PatchTST,val,Student_Follower,wape,36.664017
ETT-small_ETTh1,336,PatchTST-PatchTST,test,Student_Follower,mae,2.410322
ETT-small_ETTh1,336,PatchTST-PatchTST,test,Student_Follower,mse,9.375925
ETT-small_ETTh1,336,PatchTST-PatchTST,test,Student_Follower,mape,14445314.000000
ETT-small_ETTh1,336,PatchTST-PatchTST,test,Student_Follower,wape,29.449087
ETT-small_ETTh1,720,PatchTST-PatchTST,train,Teacher,mae,3.533809
ETT-small_ETTh1,720,PatchTST-PatchTST,train,Teacher,mse,20.356462
ETT-small_ETTh1,720,PatchTST-PatchTST,train,Teacher,mape,4931744.000000
ETT-small_ETTh1,720,PatchTST-PatchTST,train,Teacher,wape,21.577785
ETT-small_ETTh1,720,PatchTST-PatchTST,val,Teacher,mae,2.212548
ETT-small_ETTh1,720,PatchTST-PatchTST,val,Teacher,mse,7.919826
ETT-small_ETTh1,720,PatchTST-PatchTST,val,Teacher,mape,48753880.000000
ETT-small_ETTh1,720,PatchTST-PatchTST,val,Teacher,wape,41.514248
ETT-small_ETTh1,720,PatchTST-PatchTST,test,Teacher,mae,2.922967
ETT-small_ETTh1,720,PatchTST-PatchTST,test,Teacher,mse,13.547558
ETT-small_ETTh1,720,PatchTST-PatchTST,test,Teacher,mape,11799339.000000
ETT-small_ETTh1,720,PatchTST-PatchTST,test,Teacher,wape,34.923748
ETT-small_ETTh1,720,PatchTST-PatchTST,train,Student_TaskOnly,mae,3.586707
ETT-small_ETTh1,720,PatchTST-PatchTST,train,Student_TaskOnly,mse,21.017225
ETT-small_ETTh1,720,PatchTST-PatchTST,train,Student_TaskOnly,mape,5075685.500000
ETT-small_ETTh1,720,PatchTST-PatchTST,train,Student_TaskOnly,wape,21.900774
ETT-small_ETTh1,720,PatchTST-PatchTST,val,Student_TaskOnly,mae,2.215634
ETT-small_ETTh1,720,PatchTST-PatchTST,val,Student_TaskOnly,mse,7.889880
ETT-small_ETTh1,720,PatchTST-PatchTST,val,Student_TaskOnly,mape,49092764.000000
ETT-small_ETTh1,720,PatchTST-PatchTST,val,Student_TaskOnly,wape,41.572147
ETT-small_ETTh1,720,PatchTST-PatchTST,test,Student_TaskOnly,mae,2.845017
ETT-small_ETTh1,720,PatchTST-PatchTST,test,Student_TaskOnly,mse,12.874884
ETT-small_ETTh1,720,PatchTST-PatchTST,test,Student_TaskOnly,mape,11495420.000000
ETT-small_ETTh1,720,PatchTST-PatchTST,test,Student_TaskOnly,wape,33.992405
ETT-small_ETTh1,720,PatchTST-PatchTST,train,Student_RDT,mae,3.352607
ETT-small_ETTh1,720,PatchTST-PatchTST,train,Student_RDT,mse,18.402517
ETT-small_ETTh1,720,PatchTST-PatchTST,train,Student_RDT,mape,4936301.500000
ETT-small_ETTh1,720,PatchTST-PatchTST,train,Student_RDT,wape,20.471344
ETT-small_ETTh1,720,PatchTST-PatchTST,val,Student_RDT,mae,2.156860
ETT-small_ETTh1,720,PatchTST-PatchTST,val,Student_RDT,mse,7.482521
ETT-small_ETTh1,720,PatchTST-PatchTST,val,Student_RDT,mape,49241976.000000
ETT-small_ETTh1,720,PatchTST-PatchTST,val,Student_RDT,wape,40.469368
ETT-small_ETTh1,720,PatchTST-PatchTST,test,Student_RDT,mae,2.833119
ETT-small_ETTh1,720,PatchTST-PatchTST,test,Student_RDT,mse,12.746819
ETT-small_ETTh1,720,PatchTST-PatchTST,test,Student_RDT,mape,11659789.000000
ETT-small_ETTh1,720,PatchTST-PatchTST,test,Student_RDT,wape,33.850243
ETT-small_ETTh1,720,PatchTST-PatchTST,train,Student_Follower,mae,3.518828
ETT-small_ETTh1,720,PatchTST-PatchTST,train,Student_Follower,mse,20.186474
ETT-small_ETTh1,720,PatchTST-PatchTST,train,Student_Follower,mape,4986749.000000
ETT-small_ETTh1,720,PatchTST-PatchTST,train,Student_Follower,wape,21.486307
ETT-small_ETTh1,720,PatchTST-PatchTST,val,Student_Follower,mae,2.190121
ETT-small_ETTh1,720,PatchTST-PatchTST,val,Student_Follower,mse,7.718092
ETT-small_ETTh1,720,PatchTST-PatchTST,val,Student_Follower,mape,48448580.000000
ETT-small_ETTh1,720,PatchTST-PatchTST,val,Student_Follower,wape,41.093445
ETT-small_ETTh1,720,PatchTST-PatchTST,test,Student_Follower,mae,2.884625
ETT-small_ETTh1,720,PatchTST-PatchTST,test,Student_Follower,mse,13.206893
ETT-small_ETTh1,720,PatchTST-PatchTST,test,Student_Follower,mape,11656700.000000
ETT-small_ETTh1,720,PatchTST-PatchTST,test,Student_Follower,wape,34.465641
ETT-small_ETTh1,96,PatchTST-PatchTST,train,Teacher,mae,2.444915
ETT-small_ETTh1,96,PatchTST-PatchTST,train,Teacher,mse,10.315861
ETT-small_ETTh1,96,PatchTST-PatchTST,train,Teacher,mape,4008126.500000
ETT-small_ETTh1,96,PatchTST-PatchTST,train,Teacher,wape,14.559645
ETT-small_ETTh1,96,PatchTST-PatchTST,val,Teacher,mae,1.676407
ETT-small_ETTh1,96,PatchTST-PatchTST,val,Teacher,mse,4.910685
ETT-small_ETTh1,96,PatchTST-PatchTST,val,Teacher,mape,35076516.000000
ETT-small_ETTh1,96,PatchTST-PatchTST,val,Teacher,wape,29.973919
ETT-small_ETTh1,96,PatchTST-PatchTST,test,Teacher,mae,2.140116
ETT-small_ETTh1,96,PatchTST-PatchTST,test,Teacher,mse,7.822552
ETT-small_ETTh1,96,PatchTST-PatchTST,test,Teacher,mape,12928718.000000
ETT-small_ETTh1,96,PatchTST-PatchTST,test,Teacher,wape,26.637335
ETT-small_ETTh1,96,PatchTST-PatchTST,train,Student_TaskOnly,mae,2.204771
ETT-small_ETTh1,96,PatchTST-PatchTST,train,Student_TaskOnly,mse,8.591324
ETT-small_ETTh1,96,PatchTST-PatchTST,train,Student_TaskOnly,mape,3840924.500000
ETT-small_ETTh1,96,PatchTST-PatchTST,train,Student_TaskOnly,wape,13.129576
ETT-small_ETTh1,96,PatchTST-PatchTST,val,Student_TaskOnly,mae,1.641286
ETT-small_ETTh1,96,PatchTST-PatchTST,val,Student_TaskOnly,mse,4.772015
ETT-small_ETTh1,96,PatchTST-PatchTST,val,Student_TaskOnly,mape,38530540.000000
ETT-small_ETTh1,96,PatchTST-PatchTST,val,Student_TaskOnly,wape,29.345951
ETT-small_ETTh1,96,PatchTST-PatchTST,test,Student_TaskOnly,mae,2.153983
ETT-small_ETTh1,96,PatchTST-PatchTST,test,Student_TaskOnly,mse,8.208791
ETT-small_ETTh1,96,PatchTST-PatchTST,test,Student_TaskOnly,mape,14333411.000000
ETT-small_ETTh1,96,PatchTST-PatchTST,test,Student_TaskOnly,wape,26.809933
ETT-small_ETTh1,96,PatchTST-PatchTST,train,Student_RDT,mae,2.400746
ETT-small_ETTh1,96,PatchTST-PatchTST,train,Student_RDT,mse,10.148400
ETT-small_ETTh1,96,PatchTST-PatchTST,train,Student_RDT,mape,4209650.500000
ETT-small_ETTh1,96,PatchTST-PatchTST,train,Student_RDT,wape,14.296621
ETT-small_ETTh1,96,PatchTST-PatchTST,val,Student_RDT,mae,1.637483
ETT-small_ETTh1,96,PatchTST-PatchTST,val,Student_RDT,mse,4.724522
ETT-small_ETTh1,96,PatchTST-PatchTST,val,Student_RDT,mape,37257792.000000
ETT-small_ETTh1,96,PatchTST-PatchTST,val,Student_RDT,wape,29.277966
ETT-small_ETTh1,96,PatchTST-PatchTST,test,Student_RDT,mae,2.101286
ETT-small_ETTh1,96,PatchTST-PatchTST,test,Student_RDT,mse,7.509887
ETT-small_ETTh1,96,PatchTST-PatchTST,test,Student_RDT,mape,13446442.000000
ETT-small_ETTh1,96,PatchTST-PatchTST,test,Student_RDT,wape,26.154032
ETT-small_ETTh1,96,PatchTST-PatchTST,train,Student_Follower,mae,2.497808
ETT-small_ETTh1,96,PatchTST-PatchTST,train,Student_Follower,mse,10.796389
ETT-small_ETTh1,96,PatchTST-PatchTST,train,Student_Follower,mape,4176434.500000
ETT-small_ETTh1,96,PatchTST-PatchTST,train,Student_Follower,wape,14.874636
ETT-small_ETTh1,96,PatchTST-PatchTST,val,Student_Follower,mae,1.658414
ETT-small_ETTh1,96,PatchTST-PatchTST,val,Student_Follower,mse,4.759525
ETT-small_ETTh1,96,PatchTST-PatchTST,val,Student_Follower,mape,34998936.000000
ETT-small_ETTh1,96,PatchTST-PatchTST,val,Student_Follower,wape,29.652203
ETT-small_ETTh1,96,PatchTST-PatchTST,test,Student_Follower,mae,2.135489
ETT-small_ETTh1,96,PatchTST-PatchTST,test,Student_Follower,mse,7.726386
ETT-small_ETTh1,96,PatchTST-PatchTST,test,Student_Follower,mape,12872187.000000
ETT-small_ETTh1,96,PatchTST-PatchTST,test,Student_Follower,wape,26.579752
ETT-small_ETTh2,192,DLinear-DLinear,train,Teacher,mae,3.953753
ETT-small_ETTh2,192,DLinear-DLinear,train,Teacher,mse,27.102348
ETT-small_ETTh2,192,DLinear-DLinear,train,Teacher,mape,99166.445312
ETT-small_ETTh2,192,DLinear-DLinear,train,Teacher,wape,13.552920
ETT-small_ETTh2,192,DLinear-DLinear,val,Teacher,mae,3.705898
ETT-small_ETTh2,192,DLinear-DLinear,val,Teacher,mse,22.644152
ETT-small_ETTh2,192,DLinear-DLinear,val,Teacher,mape,67.984772
ETT-small_ETTh2,192,DLinear-DLinear,val,Teacher,wape,23.319405
ETT-small_ETTh2,192,DLinear-DLinear,test,Teacher,mae,4.801715
